distance_km,days_late,review_score,product_weight_g
419,-21,5,15875
419,-21,5,15875
419,-21,5,15875
419,-21,5,15875
404,-14,5,325
404,-14,5,325
404,-14,5,325
404,-14,5,325
404,-14,5,325
242,-12,5,950
489,-12,4,350
1236,-38,5,275
504,-18,4,500
699,-2,4,2950
699,-2,4,2950
96,-4,4,100
575,-25,3,900
9,-16,5,850
9,-16,5,850
313,-31,3,600
494,-20,5,4867
41,-22,5,1150
925,-14,5,430
2225,-20,5,633
339,-24,5,1850
861,-12,5,400
374,-7,5,1100
1795,-15,5,1200
647,-14,4,5150
1235,-13,1,13700
1235,-13,1,13700
478,9,1,4338
583,30,1,1800
338,-29,5,50
736,-8,3,7650
120,-24,5,750
117,-5,5,9400
499,-4,5,150
83,-13,5,350
340,-4,5,150
542,-9,5,1250
38,-46,5,476
510,-12,5,3100
791,-7,5,167
656,-16,5,1850
368,-12,5,650
2192,2,3,2200
17,-19,4,350
169,-8,5,350
1026,-20,5,3650
1026,-20,5,3650
426,-18,5,185
957,-16,5,1600
957,-16,5,1600
277,-20,5,1867
500,-13,4,584
76,-11,5,900
168,3,5,100
392,-5,5,706
392,-5,5,706
392,-5,5,706
601,-8,3,875
86,-10,5,1400
2365,-3,5,125
626,-12,5,600
397,-7,4,150
218,-15,5,2500
213,-7,5,4450
43,-17,4,300
420,-2,5,1500
420,-2,5,1750
565,-9,5,835
359,-7,5,1207
678,-9,5,9575
156,0,5,1650
2105,-1,5,500
2037,-11,4,2300
476,-25,3,1800
710,-20,4,9000
710,-20,4,9000
26,-6,4,552
970,-27,4,200
2102,-1,3,200
412,-20,5,6650
505,-7,5,283
547,-10,4,100
547,-10,4,100
547,-10,4,100
547,-10,4,100
294,-10,4,650
1213,-19,5,2550
77,-6,5,10483
331,-10,5,350
16,-15,5,1300
1966,-7,4,475
279,-11,1,250
3,-46,5,1167
1057,-15,5,250
264,-6,5,194
1017,16,1,683
157,-17,5,335
2,-9,5,300
2337,13,2,7000
17,-10,5,200
324,-7,5,2600
29,-6,3,350
465,-9,5,6550
305,-14,3,900
305,-14,3,1000
819,-16,5,1050
802,-14,5,800
169,0,3,100
169,0,3,100
416,-29,4,440
344,-20,1,1813
344,-20,1,1813
472,-5,4,250
245,-9,1,1850
24,-13,5,500
111,-1,4,105
675,3,1,850
1252,-15,5,600
818,-18,5,200
249,-14,5,250
27,-8,5,250
731,-20,4,150
549,-9,5,150
351,-14,5,800
132,-10,5,200
249,-22,5,150
2489,-24,3,1450
507,12,1,850
492,-13,5,9950
467,-7,4,650
10,-14,5,550
350,-17,5,1795
812,-14,5,1813
443,-47,4,200
1345,-16,5,533
485,-9,1,575
485,-9,1,575
485,-9,1,575
485,-9,1,575
677,-23,5,1000
388,-14,4,2600
260,-13,4,2600
469,-7,4,2600
93,-10,5,1400
787,-7,2,800
308,-13,5,2400
23,-9,3,538
459,-13,3,530
821,-9,4,1100
1082,-18,3,1300
49,-9,3,200
15,-9,5,1600
501,-23,5,250
1326,-14,2,4150
248,-17,5,267
371,-19,5,1850
909,-17,5,431
280,-25,1,900
1499,-21,5,1925
1410,18,1,2500
425,-12,3,4000
23,-17,5,4500
837,-15,5,300
912,-15,5,300
837,-15,5,100
912,-15,5,100
1214,-20,4,7650
375,-18,5,2350
66,-6,3,250
661,-8,5,800
2028,-14,4,1825
502,-26,3,1100
182,-18,5,285
2597,10,1,750
309,-11,5,300
2196,-2,5,17050
1123,-16,5,525
1123,-16,5,525
938,-16,5,525
938,-16,5,525
1123,-16,3,525
1123,-16,3,525
938,-16,3,525
938,-16,3,525
1123,-16,5,500
1123,-16,5,500
938,-16,5,500
938,-16,5,500
1123,-16,3,500
1123,-16,3,500
938,-16,3,500
938,-16,3,500
28,-11,5,550
1708,-36,1,16133
1704,-36,1,16133
1708,-36,1,12000
1704,-36,1,12000
2335,-1,4,7000
1416,-38,5,300
820,-20,4,5850
925,7,1,200
657,-16,4,3900
667,-9,3,1825
664,-33,5,1450
795,-6,5,100
339,-16,5,700
330,-12,5,16000
346,-18,5,517
295,-18,3,1100
175,-17,5,650
916,-14,5,4250
1180,-19,5,135
3,-18,5,300
353,-14,4,1150
7,-12,5,150
839,-24,5,5650
191,-6,4,650
917,-8,5,450
832,-7,3,283
960,-14,5,1850
136,-8,1,15800
642,-14,5,150
160,-14,5,100
17,-12,5,300
139,-21,5,300
293,-9,4,1000
1142,-21,4,1550
303,-4,5,292
200,-7,3,700
304,-7,3,700
200,-7,3,14050
304,-7,3,14050
56,-2,5,2600
412,-8,5,400
532,15,1,450
2493,-2,5,850
448,-12,4,1400
448,-12,4,1400
448,-12,4,1400
448,-12,4,1400
1405,-2,3,5000
423,-21,4,200
340,-7,5,1150
58,-7,5,100
280,-1,5,4475
596,-10,5,75
293,-12,5,1800
80,-15,5,6663
539,-4,1,1563
142,-13,5,500
142,-13,5,300
142,-13,5,350
142,-13,5,250
576,-19,5,1000
644,-4,2,1550
644,-4,2,1550
644,-4,1,1550
644,-4,1,1550
644,-4,2,1650
644,-4,2,1650
644,-4,1,1650
644,-4,1,1650
644,-4,2,1800
644,-4,2,1800
644,-4,1,1800
644,-4,1,1800
644,-4,2,1550
644,-4,2,1550
644,-4,1,1550
644,-4,1,1550
220,-15,5,350
159,-1,5,350
675,7,1,500
341,-14,5,300
2278,-15,5,2965
102,-10,5,3550
853,-2,3,3450
853,-2,3,3450
1422,-36,3,600
88,2,4,800
741,-7,5,1550
76,-7,1,900
21,-12,5,100
1241,-13,5,117
13,-6,1,7600
402,-13,3,800
295,-7,4,700
941,-21,4,1250
2298,-18,4,300
374,153,4,100
17,-2,5,100
307,-16,5,1700
2319,-21,3,600
294,-45,5,2093
110,-18,5,300
2047,-7,5,400
17,-7,1,150
59,1,3,700
437,-20,5,2450
797,-13,5,300
598,-10,4,2083
45,-8,5,175
27,-13,5,200
920,-15,5,600
139,-10,5,703
8,-14,3,2600
8,-14,3,2600
333,-18,5,600
474,-1,2,800
2521,-11,4,700
834,44,1,3000
19,6,2,450
804,-13,5,1175
237,-10,5,100
173,-15,5,450
399,-10,5,1100
177,-11,5,350
325,-13,4,1383
1082,-14,3,2500
477,-8,5,700
107,-14,4,750
750,3,3,200
613,-33,1,5508
15,1,5,250
15,1,5,250
67,-13,5,1800
93,-1,4,300
42,-33,5,10150
42,-33,5,8750
432,-10,5,550
432,-10,5,550
2097,-22,3,400
8,-9,5,250
1405,-10,5,363
330,-14,4,488
880,1,4,550
426,-11,4,7350
1466,-14,5,650
157,-15,5,1550
201,-12,4,4867
308,-20,5,550
296,-10,5,13400
26,-13,5,350
26,-13,5,350
568,-32,5,100
170,-24,5,100
170,-24,5,100
174,-9,5,822
232,-10,5,800
507,-10,5,4755
225,-19,1,16150
494,-16,4,1850
66,-16,5,2150
465,-15,4,1750
551,-14,5,850
484,-16,5,5800
350,-5,5,257
2113,-8,5,1400
353,-28,5,200
116,-9,5,94
805,-14,5,3008
450,-13,5,450
234,-28,5,150
1042,-15,5,1750
1042,-15,5,1750
8,-14,4,500
404,-15,5,275
18,10,1,4475
145,-6,5,1050
691,-5,3,950
186,-11,5,2300
2077,-2,4,1600
847,-7,5,350
643,-8,5,550
676,-11,5,1582
9,-9,5,950
1569,-18,5,550
1078,-13,5,413
682,-19,4,1650
286,-14,4,2100
342,-13,5,200
6,-2,5,1650
569,-16,5,250
569,-16,5,250
569,-16,4,250
569,-16,4,250
249,-2,5,396
1385,-11,3,283
7,3,4,50
630,-24,4,1750
1051,-26,4,300
1051,-26,4,300
1051,-26,4,300
1051,-26,4,300
1051,-26,4,300
103,-7,5,105
682,-14,5,2400
1895,-10,1,650
610,-7,5,150
42,-8,2,2150
843,6,1,8525
530,-8,1,175
530,-8,1,175
313,-19,5,1250
905,-52,5,411
NULL,-13,NULL,300
361,-15,4,500
314,-21,5,200
158,-8,5,250
626,-15,5,17300
359,-21,5,200
21,-14,5,1650
21,-14,5,1100
21,-14,5,1100
21,-14,5,1100
21,-14,5,1100
21,-14,5,1100
21,-14,5,1100
294,-12,5,710
5,-16,5,400
458,-14,5,150
691,-3,5,750
256,-13,5,1100
521,-11,4,515
1021,-36,5,7333
1063,-5,5,300
1429,-34,3,8000
313,-21,3,600
1386,-21,5,1650
144,-10,5,1500
534,-21,5,207
534,-21,5,207
534,-21,5,207
534,-21,5,207
534,-21,5,207
248,-14,4,900
903,-11,4,100
426,-11,3,1500
579,-9,3,1500
579,-9,3,1500
1265,-4,3,4100
495,-12,4,850
598,-8,1,2400
2108,-22,5,1550
2217,-8,5,150
83,-12,4,2350
371,-24,5,3700
16,-10,3,1900
483,-45,5,700
NULL,-6,NULL,700
1614,-14,5,3450
814,-21,5,575
748,-1,1,3500
65,-8,1,250
328,-21,4,350
400,-13,5,9700
608,-9,5,750
955,-21,2,850
557,-16,4,150
317,-15,5,1200
581,-28,1,550
24,-3,5,2750
669,-15,3,2500
669,-15,3,3000
541,-21,5,207
116,1,5,2500
298,-19,3,792
294,-18,5,950
303,-6,4,467
1108,-10,5,850
231,-14,2,1100
715,-4,5,5300
707,-19,3,1333
500,-20,5,12250
460,-14,4,2600
277,-5,5,625
526,-8,1,207
526,-8,1,207
526,-8,5,207
526,-8,5,207
166,-7,5,4300
166,-7,5,4300
166,-7,5,4300
166,-7,5,4300
572,-17,5,1575
354,-16,4,250
2150,28,1,5100
1873,-8,4,1450
196,-11,4,1860
502,-6,3,275
287,-6,5,550
589,-12,5,550
20,-11,3,1867
46,-15,5,150
37,-9,5,2050
1754,-1,5,600
870,-21,2,5350
540,-3,1,200
540,-3,1,200
540,-3,1,100
540,-3,1,200
560,-17,5,3100
286,-16,5,8683
522,-14,5,850
725,-12,5,600
487,-9,4,200
405,-23,5,17550
524,-11,5,1150
50,-12,5,300
1872,-14,5,850
167,-13,5,50
1923,-5,5,650
1489,-12,5,400
832,-8,5,850
396,-13,5,1900
311,-12,5,375
385,-15,5,10225
547,-20,5,173
547,-20,5,173
339,-30,5,600
830,-23,5,1050
487,-9,5,600
820,-11,5,1050
67,-18,5,200
16,-12,5,200
905,3,3,400
7,-9,5,550
1358,-8,4,200
33,-8,5,50
19,-8,5,50
33,-8,5,50
19,-8,5,50
33,-8,5,250
19,-8,5,250
137,-14,5,2350
11,-4,4,8150
321,-6,2,1383
1002,-11,5,450
893,-11,5,450
1002,-11,5,550
893,-11,5,550
1208,-3,5,700
661,-15,1,150
72,-16,5,6600
572,-11,5,1850
572,-11,5,1750
494,-1,5,900
736,-13,5,150
139,-7,5,1000
219,-15,4,1450
549,-21,5,250
549,-21,5,250
337,-20,5,290
531,-16,3,150
531,-20,5,600
816,-15,5,500
549,-5,5,275
73,-15,4,1000
1862,-21,5,100
2474,-35,3,17600
381,-5,1,9150
572,-22,4,14000
2076,5,1,13388
436,-21,5,150
507,-13,2,825
475,-13,2,825
507,-13,2,2600
475,-13,2,2600
336,-19,5,1110
2123,-13,5,700
1473,-16,5,583
81,-12,5,150
366,-5,5,21300
366,-5,5,21300
346,-11,4,3400
415,-5,1,100
NULL,-8,NULL,6050
88,-7,4,351
88,-7,4,351
88,-7,4,351
529,-2,4,1550
810,-16,5,500
5,-18,5,325
21,-7,4,250
78,-5,5,300
11,-7,5,288
1085,-11,1,6150
125,-13,5,588
132,-13,5,169
332,-8,5,525
17,-8,5,400
362,-12,5,500
300,0,5,100
948,-22,5,88
18,-13,5,175
453,-15,5,50
453,-15,5,50
601,-7,2,16000
1972,-23,4,250
817,-15,4,400
13,-14,4,150
248,-14,5,550
248,-14,5,2000
127,-19,5,1277
693,-14,4,5150
647,-3,5,1550
647,-3,5,1550
647,-3,5,1550
507,-11,5,300
410,-22,5,2650
613,-7,5,550
358,-7,5,250
555,-3,1,500
555,-3,1,500
296,-14,4,350
478,-17,5,150
478,-17,5,100
478,-17,5,200
821,-9,3,600
284,-15,5,275
1330,-9,4,1350
429,-21,3,600
467,-13,5,1500
467,-13,5,1500
55,-13,5,450
65,-22,5,15400
2023,0,5,250
302,-12,5,1800
405,-7,3,1650
815,-13,4,450
331,-1,4,150
331,-1,4,150
82,-13,5,500
82,-13,5,500
82,-13,5,500
540,-15,1,300
783,0,5,4750
98,4,3,173
322,-10,4,4025
2355,-7,3,7300
748,-1,1,3500
128,-13,5,300
148,-7,5,700
179,-4,3,350
97,-44,1,100
376,13,3,300
340,-9,5,817
781,-12,4,225
96,-9,5,400
840,-45,5,700
840,-45,5,700
840,-45,5,700
749,-45,5,700
749,-45,5,700
749,-45,5,700
840,-45,5,700
840,-45,5,700
840,-45,5,700
749,-45,5,700
749,-45,5,700
749,-45,5,700
840,-45,5,700
840,-45,5,700
840,-45,5,700
749,-45,5,700
749,-45,5,700
749,-45,5,700
840,-45,5,400
840,-45,5,400
840,-45,5,400
749,-45,5,400
749,-45,5,400
749,-45,5,400
840,-45,5,400
840,-45,5,400
840,-45,5,400
749,-45,5,400
749,-45,5,400
749,-45,5,400
840,-45,5,400
840,-45,5,400
840,-45,5,400
749,-45,5,400
749,-45,5,400
749,-45,5,400
840,-45,5,2100
840,-45,5,2100
840,-45,5,2100
749,-45,5,2100
749,-45,5,2100
749,-45,5,2100
840,-45,5,2100
840,-45,5,2100
840,-45,5,2100
749,-45,5,2100
749,-45,5,2100
749,-45,5,2100
840,-45,5,2100
840,-45,5,2100
840,-45,5,2100
749,-45,5,2100
749,-45,5,2100
749,-45,5,2100
87,-10,5,200
1726,-6,4,2483
361,-14,5,625
361,-14,5,625
285,-27,2,300
489,-6,4,1225
1202,-37,5,13100
443,1,5,200
617,-13,4,900
876,-24,3,550
10,-11,5,250
667,-4,4,6050
111,-8,4,500
400,-14,5,750
367,-13,5,2200
367,-13,5,2200
506,-12,4,300
659,13,1,2600
743,-15,5,1500
89,-7,3,7900
167,-22,5,700
1113,-27,4,3000
4,-10,5,200
138,-8,5,1600
565,-15,5,12250
465,-18,5,242
354,-15,2,350
19,0,3,217
381,-14,5,300
785,-24,5,1100
492,-5,5,1500
492,-5,5,1600
516,2,1,438
1509,-12,5,150
18,-6,5,167
94,-7,3,2600
94,-7,3,2600
140,-4,4,2600
18,-27,5,450
332,-10,4,1900
486,-13,5,200
486,-13,5,200
486,-13,5,200
486,-13,5,200
50,-9,5,250
19,-8,5,800
591,-6,5,213
17,-26,4,6800
2295,-4,5,900
428,-4,5,6350
528,-7,3,400
336,-16,4,11100
138,-15,5,14150
475,-30,1,250
475,-30,1,250
409,-19,5,50
1384,3,1,50
28,-4,5,150
707,-14,3,8250
79,-10,4,700
284,-5,5,250
95,-20,4,1350
2365,11,2,375
108,-5,2,200
509,-15,5,15900
55,2,5,50
275,-12,5,743
7,-3,5,250
249,8,4,2600
332,-24,4,900
717,-15,5,1450
350,-13,5,200
350,-13,5,200
922,-14,4,1550
321,6,3,1600
41,-14,5,3500
615,-10,5,325
10,-8,5,1750
35,-9,4,350
1094,-20,1,150
107,-11,5,500
2071,-13,5,100
292,-7,5,4050
314,-1,5,3600
3305,-3,3,750
3305,-3,3,750
337,-3,4,300
627,-19,5,950
505,-30,1,300
676,-7,4,200
520,-13,1,150
427,-21,5,425
119,-21,5,1650
65,-13,5,1383
307,-15,5,400
861,-15,5,2900
861,-15,5,2900
549,-7,4,400
567,-15,5,600
249,-1,5,15350
18,-7,5,1125
18,-14,3,300
107,-8,5,594
355,-16,5,9750
76,-10,5,280
1242,-20,5,300
864,-8,5,1850
2077,-18,5,3775
418,-20,2,5900
375,2,1,600
540,-19,3,363
189,-10,5,900
2131,-18,4,317
2072,11,1,3800
1592,-8,5,250
773,-19,1,350
478,-4,3,9750
2186,3,5,6550
842,-20,5,200
331,-21,5,850
477,-16,5,1300
296,-8,4,1250
1399,7,1,6550
1062,-20,5,600
331,-14,5,1207
1476,3,4,1825
337,-4,5,100
844,-19,1,400
844,-19,1,300
844,-19,1,300
968,-8,5,1250
508,-9,5,1400
260,-5,3,250
NULL,-42,NULL,341
304,-18,5,350
387,-18,5,350
304,-18,5,1250
387,-18,5,1250
304,-18,5,350
387,-18,5,350
312,-17,1,1400
393,-2,5,300
520,-23,4,28350
1086,-17,5,1200
329,-15,4,180
673,-13,5,9950
298,-17,5,314
569,-4,5,3600
306,-33,5,350
344,-4,5,200
496,-13,5,4800
466,-14,3,175
463,-14,3,175
466,-14,3,100
463,-14,3,100
636,-14,4,1825
399,-14,5,2200
364,-15,5,1800
721,9,1,7450
739,-25,4,150
25,-18,5,2600
200,-12,1,50
327,-13,4,1050
235,-14,5,10750
15,-15,5,200
865,-18,5,500
1736,-7,5,250
130,-15,5,550
15,-14,4,100
479,-9,4,775
479,-9,4,775
479,-9,1,775
479,-9,1,775
83,-4,3,1650
876,-16,5,250
472,-9,5,2425
1500,-13,5,650
129,-14,5,1225
1705,-27,5,424
59,-18,5,350
37,-10,1,22200
336,-35,5,150
419,-35,5,150
336,-35,5,650
419,-35,5,650
283,-14,5,2900
517,-14,4,150
433,-16,4,100
2255,-1,5,600
2991,-16,4,1250
153,-9,5,200
365,-7,5,200
2881,-8,4,100
731,-15,4,1815
98,-13,5,100
718,-18,3,9750
7,-11,5,850
1296,-27,5,30000
1296,-27,5,30000
455,-2,5,3400
439,-16,5,850
13,-7,4,150
9,-14,5,150
79,-13,5,1050
842,-18,3,1725
558,-20,5,7800
904,-21,5,243
2211,4,5,833
157,-17,1,250
471,-36,5,1700
502,-9,3,1600
178,-19,5,314
575,-17,4,207
2194,-20,5,325
447,-14,5,1500
447,-14,5,1550
716,-7,3,100
2117,4,5,800
468,-9,5,2400
349,-28,3,250
53,-9,5,200
53,-9,5,150
18,-8,5,900
345,-20,5,600
317,1,4,2425
821,-22,5,5050
819,-22,5,400
845,-15,5,1825
623,-16,5,183
687,-18,5,250
249,-16,5,1200
2347,-10,4,200
2347,-10,4,350
824,-14,5,200
647,-19,5,100
318,-26,5,2700
2359,-11,3,2100
705,-16,5,1600
316,-14,2,300
345,1,1,7463
779,-22,2,6800
155,-27,5,611
880,-18,4,350
800,-2,5,1950
152,3,4,300
2090,-27,5,1000
2128,-27,5,1000
1872,-27,5,1000
2090,-27,5,550
2128,-27,5,550
1872,-27,5,550
2090,-27,5,27500
2128,-27,5,27500
1872,-27,5,27500
377,-12,5,3900
862,-11,5,2450
891,-23,4,1500
864,-10,1,200
864,-10,1,150
431,4,4,2700
520,-18,3,850
77,-11,5,173
358,-18,5,67
328,-26,5,550
2127,-14,5,3800
336,-14,5,450
235,-6,1,1400
846,-18,4,150
346,-5,5,125
346,-5,5,125
1458,-6,5,2000
782,-18,5,11450
1111,28,3,30000
2362,-17,5,400
527,-8,5,100
20,-20,3,250
254,-13,5,600
294,-6,5,4338
2698,-14,5,100
344,-1,5,350
891,-21,5,100
36,-16,4,16400
207,-8,5,1383
371,-15,5,600
371,-15,5,500
1218,-11,5,150
359,2,3,12478
362,-9,3,1800
71,-18,3,7003
495,-12,5,613
1270,-23,5,88
172,5,1,30000
1002,-7,5,5575
260,-14,5,1033
116,-17,4,350
2645,-11,4,8300
1081,-16,1,1808
338,-4,5,5950
656,-18,1,173
646,-30,5,525
175,-8,4,5100
345,3,1,16650
223,-25,5,5850
140,-12,5,225
50,-14,5,588
685,-19,5,200
171,-19,3,700
2052,-9,3,7300
485,-15,5,3700
90,-19,5,4450
344,-6,5,850
433,-5,1,9900
1289,10,1,700
671,-12,5,1383
27,-1,5,200
27,-1,5,200
27,-1,5,200
2459,-1,2,400
2459,-1,2,400
493,-9,3,1750
312,-15,5,1383
358,-12,5,481
304,-15,5,1800
27,-6,1,50
27,-6,1,50
358,-19,5,1813
1104,-19,5,5650
16,-6,5,200
888,-20,5,550
49,-13,5,650
807,-15,5,200
342,-5,4,800
293,19,1,513
1052,-20,5,9000
544,-22,5,875
1276,-12,4,1150
8,-15,5,1800
1075,-28,4,525
856,-13,5,150
32,-12,5,200
1435,-21,5,150
294,-10,5,1550
27,-1,1,16133
27,-1,1,16133
27,-1,1,16133
27,-1,1,16133
144,-8,5,1867
269,-4,1,275
333,-12,5,8800
461,-5,5,2950
314,7,5,1900
823,6,1,263
1492,-21,4,1000
332,-11,4,16650
248,-20,1,10050
248,-20,1,10050
762,-13,1,200
1254,-3,5,1650
827,-18,5,500
74,-2,1,1700
158,-5,4,150
18,3,5,1875
1639,-11,4,2650
539,-6,4,325
103,-5,4,150
517,-18,5,200
672,-16,5,1000
220,-6,1,950
144,-21,5,400
219,-8,2,2400
363,-13,5,250
879,-10,5,800
2129,-1,1,2050
2129,-1,1,2100
152,-13,5,250
172,-29,4,8050
69,-21,5,700
15,-4,3,100
385,-9,4,30000
146,-22,5,150
159,-3,5,750
715,-19,5,1000
11,-6,5,100
1120,-14,5,2800
912,-7,3,1167
151,-16,5,250
98,-4,5,3150
827,35,2,200
710,-23,5,450
533,-18,1,167
297,-14,5,1867
840,-30,5,250
1354,-23,5,2200
866,-17,5,150
866,-17,5,150
866,-17,5,150
866,-17,5,150
565,-9,5,150
650,-20,5,600
1065,-22,5,75
2186,-23,4,970
241,-18,3,150
145,-6,5,250
417,-15,5,200
126,-16,4,550
251,-12,5,4850
31,-15,5,1150
6,-1,5,850
43,-12,5,2425
516,-7,4,100
562,-14,4,250
766,-19,4,1150
466,-10,4,1450
295,-19,5,50
1446,-6,1,1050
1526,-14,4,700
856,-14,5,4600
10,-9,5,200
17,-9,5,1813
1289,-20,5,533
814,-17,5,1700
100,-10,4,600
146,-8,5,825
2129,-14,5,100
400,-7,5,2400
17,-7,4,850
59,-14,5,900
22,-9,4,200
220,-15,4,100
988,-22,5,180
118,-11,5,650
118,-11,5,650
809,-17,4,100
430,-14,5,2950
694,-36,2,1300
20,-8,5,200
549,-7,5,150
466,-16,5,100
18,-7,5,150
1058,-135,3,1700
1146,-11,5,400
115,-17,5,1400
304,-7,4,2500
440,-14,4,922
388,-13,1,850
388,-13,1,850
388,-13,1,850
154,-9,5,800
14,-11,1,1150
676,-22,5,2850
314,-20,4,650
709,-21,5,533
210,-20,3,11600
12,-7,4,450
369,-13,5,30000
233,-13,5,2000
103,-15,5,14600
1027,-21,1,7050
18,-12,5,7513
18,-12,5,7513
18,-12,5,7513
352,-15,4,4950
352,-15,4,4950
346,-14,5,700
239,-29,5,950
124,-4,5,1238
340,-16,5,300
230,-16,5,4400
2,-11,5,100
1367,-10,5,6550
1583,-36,5,100
2336,-7,3,1100
484,-14,5,350
986,-8,3,1650
937,-8,3,1650
986,-8,3,1650
937,-8,3,1650
986,-8,3,2500
937,-8,3,2500
552,-6,5,350
1357,-27,5,1300
1265,-1,5,200
17,-4,5,9900
1987,-4,5,400
97,-14,4,400
307,-14,5,300
307,-14,5,100
833,-14,5,550
332,33,1,950
6,-5,1,365
807,-16,5,3700
89,-8,5,363
2120,-32,5,533
276,-15,4,250
73,-16,1,175
NULL,-19,NULL,20250
306,-14,5,200
342,-23,5,200
1944,-17,4,200
2135,14,5,300
840,-19,5,250
447,-20,1,1850
22,-7,4,1500
665,-16,5,2500
11,-9,5,100
315,-11,5,1400
2627,-14,4,3450
428,10,1,3100
244,-13,5,50
77,-9,1,200
899,-11,5,100
1444,-16,1,300
18,-9,5,2200
850,-14,5,3300
461,-13,4,1650
865,-8,4,800
18,-14,5,600
18,-14,5,600
97,-21,1,2500
349,-21,1,2500
97,-21,1,1700
349,-21,1,1700
269,-11,5,800
8,-10,4,15800
507,-14,5,1650
47,-23,5,1500
47,-23,5,1500
47,-23,5,1500
1915,-22,1,510
1922,-26,5,700
2344,9,1,9750
777,7,2,12000
404,-14,1,100
404,-14,1,200
2053,-17,5,400
258,-31,5,950
82,-10,5,167
498,-4,4,358
925,-18,3,2425
728,-4,4,1383
292,-35,5,250
2209,-9,5,250
503,-17,5,2238
498,-21,5,2600
533,-21,4,125
436,-14,5,2150
897,-16,5,125
177,-20,5,450
428,-10,4,760
41,-5,5,300
41,-5,5,300
348,-7,5,525
449,-17,4,18050
377,-11,5,1400
301,-29,5,450
438,-20,1,650
438,-20,1,650
300,-22,4,642
904,-14,5,175
461,-13,4,1650
325,-14,4,300
1805,-20,5,625
578,-18,5,9750
849,-7,5,2000
849,-7,5,2200
367,-23,5,850
367,-23,5,850
463,-6,1,1050
463,-6,1,1250
463,-6,1,1000
306,-18,1,18100
112,-11,5,12150
626,7,1,1200
170,-14,5,600
704,-13,5,525
262,-10,5,600
684,-13,5,125
486,-9,5,500
1446,-5,4,700
112,-11,4,2950
426,-4,4,300
652,-36,5,300
652,-36,5,350
405,-14,4,1750
776,-10,3,1100
363,-14,5,6133
346,-27,5,4000
42,-13,5,2850
665,-20,4,10250
456,-16,5,1700
17,-8,5,250
705,-4,5,1178
376,-13,4,150
867,-15,4,500
808,-20,5,2150
406,-12,2,381
556,-13,5,350
548,-12,5,1300
30,-17,5,22900
260,-17,5,150
2038,-13,5,1533
2089,-7,5,200
328,-18,4,434
445,-3,5,150
887,-23,4,350
911,-14,5,1582
15,-6,5,6400
330,-16,4,1450
30,-9,5,540
85,-9,5,540
30,-9,5,67
85,-9,5,67
699,-9,1,1650
2735,-21,5,800
72,-1,4,500
410,0,5,6850
343,-20,4,19450
700,-24,1,1800
925,-16,5,800
239,-16,4,1580
98,-13,5,250
550,-28,4,1350
402,-2,3,1400
402,-2,3,1400
137,-12,5,2350
882,-21,5,2083
154,-15,4,1550
43,-5,3,358
535,-16,3,1650
1135,-22,5,9100
241,-24,5,375
339,-22,4,1350
452,-14,4,200
206,-10,5,1383
483,-7,4,1200
695,-15,5,16550
887,-17,5,1550
263,-11,5,7650
920,-17,4,950
772,-21,5,390
772,-21,5,560
361,-16,5,100
3011,-31,5,700
821,-9,3,4050
307,-24,3,200
161,-17,5,9800
941,-19,4,125
842,-15,5,5153
33,-6,5,200
649,-7,5,850
1243,-16,5,400
629,-12,4,1650
390,-8,3,700
575,-25,1,10700
582,5,1,1200
297,-13,5,269
16,-14,4,350
15,-14,4,350
16,-14,4,400
15,-14,4,400
282,-16,5,450
282,-16,5,450
69,-5,5,2150
812,-13,5,7150
755,-20,5,6550
465,-15,5,700
69,-13,5,293
2349,-20,5,350
825,-3,5,2750
82,-12,5,1232
498,-19,4,800
47,-15,5,15200
10,-14,5,675
675,-25,4,525
1247,-24,4,173
603,-7,5,122
352,-14,5,500
331,-14,5,200
5,-8,4,183
480,-8,5,7200
504,-4,5,1550
656,-14,5,1650
873,-2,5,6800
779,-15,4,1950
352,-15,2,1750
352,-15,2,1750
666,-6,5,3750
381,-22,4,50
830,-14,1,1867
67,-11,4,200
238,-14,5,1100
847,-13,5,900
13,-5,5,397
184,-19,4,400
815,-21,5,229
1039,7,1,140
149,-13,4,6550
315,1,5,6900
1456,-29,5,2034
311,-13,4,1450
NULL,-8,NULL,200
504,-4,2,250
617,-29,5,213
617,-29,5,213
617,-29,5,213
617,-29,5,213
475,3,5,250
475,3,5,200
139,-16,5,8750
663,-22,5,400
43,-5,5,1182
20,-11,5,650
1643,-8,2,300
3,-17,5,1125
3,-17,5,1125
303,-17,5,600
NULL,-9,NULL,700
NULL,-9,NULL,700
717,-27,5,1400
16,-8,5,250
15,-8,4,150
192,-23,3,75
161,-9,3,100
377,-24,5,400
931,-15,5,100
289,-11,5,1383
857,-15,5,100
137,-6,5,100
630,-8,5,1450
463,-15,5,1950
463,-15,5,1950
210,-14,5,500
1104,-8,4,5650
566,-10,1,100
367,-24,5,250
618,-3,4,300
345,-26,4,125
413,-11,4,1067
595,16,1,8500
352,-10,5,300
157,-14,5,600
1750,4,5,2600
1750,4,5,2600
1750,4,5,2600
1724,-20,5,533
369,-14,2,1250
568,-12,5,350
355,-16,5,150
3,-9,5,4900
18,-8,5,850
368,-15,5,300
865,-12,3,507
17,-8,5,375
2478,-8,5,250
859,-8,5,100
859,-8,5,100
2465,9,1,6200
28,-11,5,250
150,8,1,200
150,8,1,200
